,dataset1,architecture1,seed1,step1,layer1,dataset2,architecture2,seed2,step2,layer2,PWCCA,mean_sq_cca_corr,mean_cca_corr,CKA,Procrustes,PredDist_0,PredDist_1e-07,PredDist_1e-06,PredDist_1e-05,PredDist_0.0001,PredDist_0.001,PredDist_0.01,PredDist_0.1,PredDist_1,PredDist_10.0,PredDist_100.0,PredDist_1000.0,QNLI_diff,SST-2_diff
19,mnli_matched_100,base,1,2000000,1,mnli_matched_100,base,1,2000000,8,0.252318779127417,0.5284773585829179,0.3833421571574563,0.2996149306395487,0.5055181689854731,811.7392659073023,809.1407392691517,798.8661588253159,718.1719458487169,430.4233257437066,114.52128958974129,10.275482668370078,0.3648131858155848,0.0055030783787881,5.8230835234294233e-05,5.857447746804315e-07,5.860909588419691e-09,0.08682652998962714,0.09136085626911317
20,mnli_matched_100,base,1,2000000,1,mnli_matched_100,base,1,2000000,9,0.2774949069841012,0.5552500818875259,0.4045101945654648,0.3343393601033646,0.5546993738764889,852.8623642232865,850.2652010445443,839.9593704055823,758.7761089836044,463.0707255574341,125.06507170307594,11.32052560058978,0.4067300058149631,0.0062400432885546,6.624008081132263e-05,6.665389825945619e-07,6.669560189246195e-09,0.11959240954298622,0.09747706422018343
21,mnli_matched_100,base,1,2000000,1,mnli_matched_100,base,1,2000000,10,0.2977933357301655,0.5758321133004818,0.4204740873485654,0.359139268890719,0.5939765015613041,884.478321767436,881.8757854056253,871.548654518105,790.0079450623741,488.28243430389705,133.49628339215045,12.233509724820983,0.4366251243373783,0.0066963742857161,7.109577412102769e-05,7.154136343892583e-07,7.158627177938332e-09,0.1709683324180854,0.14449541284403666
22,mnli_matched_100,base,1,2000000,1,mnli_matched_100,base,1,2000000,11,0.3097627656030272,0.5866528731698102,0.4286220398373112,0.3467605562240337,0.6083424182352297,901.0960579617638,898.5643267136637,888.2447836070916,806.6664583059078,502.1082328146779,138.13393433717505,12.667291441934571,0.4259866527641305,0.0062980292277735,6.650243503752241e-05,6.688090391638059e-07,6.6919033411710715e-09,0.18396485447556288,0.2048929663608563
23,mnli_matched_100,base,1,2000000,2,mnli_matched_100,base,1,2000000,2,-4.34919552150248e-07,-1.933362432238184e-05,-9.63106057128016e-06,0.0,-4.440892098500626e-16,-0.0265271389791905,-3.410605131648481e-12,-4.547473508864641e-13,-9.094947017729282e-13,-2.273736754432321e-13,5.684341886080803e-14,1.4210854715202004e-14,-8.881784197001252e-16,-3.469446951953614e-18,-2.1684043449710093e-19,-4.235164736271503e-22,-9.926167350636332e-24,0.0,0.0
24,mnli_matched_100,base,1,2000000,2,mnli_matched_100,base,1,2000000,3,0.0506113985890936,0.1821498216827786,0.1103655445265424,0.0243323766008173,0.0702654131907818,279.78567505872434,277.3053673308423,271.39819035088044,226.1010236393752,99.68189490904194,19.398033490613216,1.3768622744226242,0.0352877020029587,0.0004789194774047,5.00912806899789e-06,5.0328593548408126e-08,5.035251335907243e-10,0.00018304960644333068,0.008409785932721903
25,mnli_matched_100,base,1,2000000,2,mnli_matched_100,base,1,2000000,4,0.0943298014581006,0.2876536348286264,0.1880361046186963,0.0664319729614331,0.1498799171479892,441.8366645089486,439.2189658456955,431.3200739943673,369.2659676555071,178.65073518235658,38.3689517119611,3.0251347869118064,0.0896271806492214,0.0013094120017853,1.3857836527876794e-05,1.3940989999884868e-07,1.3949379463542636e-09,0.03233876380499123,0.03860856269113144
26,mnli_matched_100,base,1,2000000,2,mnli_matched_100,base,1,2000000,5,0.1328724301380834,0.3600755842361853,0.2451908561158734,0.1226979566743005,0.2241068822730072,553.0756767635653,550.436485467435,541.7037050134959,472.0398929287751,243.07928100628143,54.82724141803428,4.495021502726988,0.1552446670800611,0.0023375620260666,2.470853721986177e-05,2.485124554063554e-07,2.486561731527488e-09,0.034047226798462504,0.054663608562691035
27,mnli_matched_100,base,1,2000000,2,mnli_matched_100,base,1,2000000,6,0.1680919016845401,0.4168714680813908,0.2916515719211494,0.1708304440466936,0.2966407207496804,640.316942041321,637.7124739048459,628.7509499576968,556.4109144177427,303.43174182239363,71.68576232286478,5.950943660129823,0.2037393837219246,0.0030687673349404,3.247624587723953e-05,3.2668560201035016e-07,3.2687936688010433e-09,0.12892793947159686,0.11429663608562679
28,mnli_matched_100,base,1,2000000,2,mnli_matched_100,base,1,2000000,7,0.203304725482321,0.4674774072223366,0.3329102423462298,0.1940898683532289,0.3650711654526359,718.0472588569136,715.4780730356731,706.4041783152823,632.5344594967189,360.83754320639184,88.07432607599299,7.2931488028192994,0.2402694603513609,0.0035639407015935,3.76378765265568e-05,3.785240232762584e-07,3.787401269282036e-09,0.07303679297089516,0.1410550458715596
29,mnli_matched_100,base,1,2000000,2,mnli_matched_100,base,1,2000000,8,0.2303724841696159,0.5011540256706914,0.359963375768041,0.2513009592422248,0.4414126083375851,769.7706099659389,767.2496745254773,758.2418510557654,684.6075159690547,405.3549644155554,103.95041296260511,8.930020238658543,0.3000295610584957,0.0044156659182345,4.6559661361563793e-05,4.681716738977303e-07,4.684310281208235e-09,0.07633168588687533,0.1326452599388378
30,mnli_matched_100,base,1,2000000,2,mnli_matched_100,base,1,2000000,9,0.2581119315058956,0.5328324254050221,0.3850807677199506,0.2853823500095385,0.496901482464555,818.4287508751845,815.928277902633,806.837792764556,732.2558123190124,442.7431584546055,116.04903757341232,10.149459730617014,0.3435161236069779,0.0051108508344327,5.400755448773962e-05,5.431909935809551e-07,5.435048678062375e-09,0.10909756544023441,0.13876146788990806
31,mnli_matched_100,base,1,2000000,2,mnli_matched_100,base,1,2000000,10,0.2808354738881174,0.55688149021518,0.4039038907418459,0.3132561005270352,0.5426144820558885,855.3688049018116,852.8739132888758,843.7321962534563,768.5317253945261,471.6526546158248,125.82971398981552,11.21898678418166,0.3773825923156548,0.0056073913997874,5.925757067754814e-05,5.959992972150826e-07,5.963442408776862e-09,0.1604734883153336,0.1857798165137613
32,mnli_matched_100,base,1,2000000,2,mnli_matched_100,base,1,2000000,11,0.2946229589650779,0.5704285871441437,0.4145511892585148,0.3117464741882453,0.5650008116813809,876.1755422905776,873.718022285025,864.5554337199064,789.0774961008556,488.283930060827,131.57311126459854,11.82056639947055,0.3765644189104685,0.0054094002651996,5.688589951540579e-05,5.718527052142786e-07,5.721542467992755e-09,0.17347001037281107,0.24617737003058093
33,mnli_matched_100,base,1,2000000,3,mnli_matched_100,base,1,2000000,3,-4.179993622344114e-07,-3.4114901430681854e-05,-1.6947031018732517e-05,0.0,-6.661338147750939e-16,-0.0547212528192631,4.092726157978177e-12,2.273736754432321e-13,0.0,-1.1368683772161605e-13,-1.1368683772161605e-13,0.0,8.881784197001252e-16,6.938893903907228e-18,3.7947076036992655e-19,2.9646153153900508e-21,2.646977960169689e-23,0.0,0.0
34,mnli_matched_100,base,1,2000000,3,mnli_matched_100,base,1,2000000,4,0.0491484324194667,0.1677793310530296,0.0987725490893041,0.0289965062335429,0.0687011393730119,257.7105806981656,255.3617179918572,250.84778205254588,214.54438261917403,98.89465198756989,18.84434337360227,1.3883823701080509,0.0400101977091233,0.000569846788877,6.006009433414604e-06,6.039430186628501e-08,6.042801426556974e-10,0.0321557141985479,0.047018348623853345
35,mnli_matched_100,base,1,2000000,3,mnli_matched_100,base,1,2000000,5,0.0930374567951031,0.274665944426515,0.1752251531983963,0.0802446243147234,0.1449705135457197,421.8876680259134,419.4447832221888,413.0722008018961,360.8193855943528,180.33467839434297,37.35829195687225,2.896587675676152,0.0993382927337553,0.0015046255237153,1.5920618094189705e-05,1.60143372608818e-07,1.602377660119862e-09,0.033864177192019174,0.06307339449541294
36,mnli_matched_100,base,1,2000000,3,mnli_matched_100,base,1,2000000,6,0.133908683925972,0.3537836379113565,0.2381110888068379,0.1304279244222671,0.2210269320165185,543.41537766797,540.9378157001099,533.8123579832953,474.44665565893024,253.59137694091945,55.89097746057408,4.389031379864271,0.148240678385596,0.0023106254051873,2.464529779558613e-05,2.481266553540179e-07,2.4829548849115282e-09,0.12874488986515353,0.1227064220183487
37,mnli_matched_100,base,1,2000000,3,mnli_matched_100,base,1,2000000,7,0.1744249408636119,0.4196578886005894,0.2919991678203941,0.1458464782413275,0.2917624762591673,644.5948474352857,642.1560155559341,634.6459381392904,571.3651327702543,321.5690054773095,73.87270832619376,5.7660945326942645,0.1805886693970969,0.0026455828198233,2.790870005349105e-05,2.8064870262837305e-07,2.8080604522659e-09,0.07285374336445183,0.1494648318042815
38,mnli_matched_100,base,1,2000000,3,mnli_matched_100,base,1,2000000,8,0.2060718090250144,0.4635113925833064,0.3278094906071613,0.2040359656244055,0.3706253674136686,711.9499838156588,709.5664299055193,701.9755949284934,637.6278719843696,374.1569327874543,91.15914957481355,7.427571076399811,0.2400108718586092,0.0035415368330722,3.7416972879040914e-05,3.763272771765757e-07,3.765447180186319e-09,0.076148636280432,0.1410550458715597
39,mnli_matched_100,base,1,2000000,3,mnli_matched_100,base,1,2000000,9,0.2373916504660418,0.502896663520898,0.3592995094644773,0.2366606429957032,0.4341132233464682,772.4474084588098,770.0734879273641,762.3248382940702,696.3459962818278,418.9578524166287,105.38054939224742,8.820913808501228,0.2845407674214001,0.0041839542012056,4.41721736971295e-05,4.4423248197684297e-07,4.444854777350141e-09,0.10891451583379108,0.14717125382262997
40,mnli_matched_100,base,1,2000000,3,mnli_matched_100,base,1,2000000,10,0.2631240666706554,0.5324228285228552,0.3827984531353031,0.2679367210037663,0.4883237652467975,817.8011510105072,815.4276765455353,807.5771280769006,740.5287050245256,453.435874125414,116.99295207469928,10.077276636874458,0.3231951511936978,0.0047344962419707,4.996399682575194e-05,5.024593647958857e-07,5.027434662557506e-09,0.16029043870889026,0.1941896024464832
41,mnli_matched_100,base,1,2000000,3,mnli_matched_100,base,1,2000000,11,0.2793544348964587,0.5493950032284067,0.3964315955614033,0.2803961012221699,0.519815034955686,843.8657897217473,841.5528005697311,833.654287677404,766.0830761343796,473.7380459257505,124.06223757700955,10.854178688254605,0.333805710428517,0.0047869121056643,5.040089726136111e-05,5.067380703378037e-07,5.070131147083864e-09,0.17328696076636774,0.25458715596330284
